/* DATA DESCRIPTION:
Citation:	Sigl, Michael; Buizert, Christo; Fudge, Tyler J; Winstrup, Mai; Cole-Dai, Jihong; McConnell, Joseph R; Ferris, David G; Rhodes, Rachael H; Taylor, Kendrick C; Welten, Kees C; Woodruff, Thomas E; Adolphi, Florian; Baggenstos, Daniel; Brook, Edward J; Caffee, Marc W; Clow, Gary D; Cheng, Hai; Cuffey, Kurt M; Dunbar, Nelia W; Edwards, Ross L; Edwards, Larry; Geng, Lei; Iverson, Nels; Koffman, Bess G; Layman, Larry; Markle, Bradley R; Maselli, Olivia J; McGwire, Kenneth C; Muscheler, Raimund; Nishiizumi, Kunihiko; Pasteris, Daniel R; Severinghaus, Jeffrey P; Sowers, Todd A; Steig, Eric J (2019): WAIS Divide Deep ice core 0-68 ka WD2014 chronology [dataset]. PANGAEA, https://doi.org/10.1594/PANGAEA.902577
Abstract:	The West Antarctic Ice Sheet (WAIS) Divide deep ice core WD2014 chronology, consisting of ice age, gas age, delta-age and uncertainties therein. The West Antarctic Ice Sheet Divide (WAIS Divide, WD) ice core is a newly drilled, high-accumulation deep ice core that provides Antarctic climate records of the past ~68 ka at unprecedented temporal resolution.
	The upper 2850 m (back to 31.2 ka BP; Sigl et al., 2015, Sigl et al., 2016) have been dated using annual-layer counting based on counting of annual layers observed in the chemical, dust and electrical conductivity records. The measurements were interpreted manually and with the aid of two automated methods. We validated the chronology by comparing of the cosmogenic isotope records of 10Be from WAIS Divide and 14C for IntCal13. We demonstrated that over the Holocene WD2014 was consistently accurate to better than 0.5% of the age.
	The chronology for the deep part of the core (below 2850m; 67.8-31.2 ka BP; Buizert et al., 2015) is based on stratigraphic matching to annual-layer-counted Greenland ice cores using globally well-mixed atmospheric methane. We calculate the WD gas age-ice age difference (Delta age) using a combination of firn densification modeling, ice-flow modeling, and a data set of d15N-N2, a proxy for past firn column thickness. The largest Delta age at WD occurs during the Last Glacial Maximum, and is 525 +/- 120 years. We synchronized the WD chronology to a linearly scaled version of the layer-counted Greenland Ice Core Chronology (GICC05), which brings the age of Dansgaard-Oeschger (DO) events into agreement with the U/Th absolutely dated Hulu Cave speleothem record.
Keyword(s):	annual-layer-counting; Antarctica; chronology; Greenland; ice-core; Methane; WAIS
Related to:	Buizert, Christo; Cuffey, Kurt M; Severinghaus, Jeffrey P; Baggenstos, Daniel; Fudge, Tyler J; Steig, Eric J; Markle, Bradley R; Winstrup, Mai; Rhodes, Rachael H; Brook, Edward J; Sowers, Todd A; Clow, Gary D; Cheng, Hai; Edwards, Ross L; Sigl, Michael; McConnell, Joseph R; Taylor, Kendrick C (2015): The WAIS Divide deep ice core WD2014 chronology - Part 1: Methane synchronization (68–31 ka BP) and the gas age–ice age difference. Climate of the Past, 11(2), 153-173, https://doi.org/10.5194/cp-11-153-2015
	Sigl, Michael; Fudge, Tyler J; Winstrup, Mai; Cole-Dai, Jihong; Ferris, David G; McConnell, Joseph R; Taylor, Kendrick C; Welten, Kees C; Woodruff, Thomas E; Adolphi, Florian; Bisiaux, Marion M; Brook, Edward J; Buizert, Christo; Caffee, Marc W; Dunbar, Nelia W; Edwards, Ross L; Geng, Lei; Iverson, Nels; Koffman, Bess G; Layman, Lawrence; Maselli, Olivia J; McGwire, Kenneth C; Muscheler, Raimund; Nishiizumi, Kunihiko; Pasteris, Daniel R; Rhodes, Rachael H; Sowers, Todd A (2016): The WAIS Divide deep ice core WD2014 chronology – Part 2: Annual-layer counting (0–31 ka BP). Climate of the Past, 12(3), 769-786, https://doi.org/10.5194/cp-12-769-2016
	Sigl, Michael; Winstrup, Mai; McConnell, Joseph R; Welten, Kees C; Plunkett, Gill; Ludlow, F; Büntgen, Ulf; Caffee, Marc W; Chellman, Nathan J; Dahl-Jensen, Dorthe; Fischer, H; Kipfstuhl, Sepp; Kostick, C; Maselli, Olivia J; Mekhaldi, Florian; Mulvaney, Robert; Muscheler, Raimund; Pasteris, Daniel R; Pilcher, John R; Salzer, Matthew W; Schüpbach, Simon; Steffensen, J P; Vinther, Bo Møllesøe; Woodruff, Thomas E (2015): Timing and climate forcing of volcanic eruptions for the past 2,500 years. Nature, 523(7562), 543-549, https://doi.org/10.1038/nature14565
Project(s):	West Antarctic Ice Sheet Divide ice core project (WAIS) (URI: https://waisdivide.unh.edu/)
Funding:	National Science Foundation (NSF), grant/award no. 0230149: Collaborative Research: Digital Optical Imaging of Ice Cores for Curation and Scientific Applications (URI: https://www.nsf.gov/awardsearch/showAward?AWD_ID=0230149&HistoricalAwards=false)
	National Science Foundation (NSF), grant/award no. 0230396: Preparation for a Deep Ice Coring Project in West Antarctica (URI: https://www.nsf.gov/awardsearch/showAward?AWD_ID=0230396&HistoricalAwards=false)
	National Science Foundation (NSF), grant/award no. 0440817: Investigation of Climate, Ice Dynamics and Biology using a Deep Ice Core from the West Antarctic Ice Sheet Ice Divide (URI: https://www.nsf.gov/awardsearch/showAward?AWD_ID=0440817&HistoricalAwards=false)
	National Science Foundation (NSF), grant/award no. 0440819: Investigation of the Stratigraphy and Time Scale of the WAIS Divide Ice Core Using Electrical Methods (URI: https://www.nsf.gov/awardsearch/showAward?AWD_ID=0440819&HistoricalAwards=false)
	National Science Foundation (NSF), grant/award no. 0537661: Collaborative Research: Stable Isotopes of Ice in the WAIS Divide Deep Ice Core (URI: https://www.nsf.gov/awardsearch/showAward?AWD_ID=0537661&HistoricalAwards=false)
	National Science Foundation (NSF), grant/award no. 0538657: Nitrogen and Oxygen Gas Isotopes in the WAIS Divide Ice Core as Constraints on Chronology, Temperature, and Accumulation Rate (URI: https://www.nsf.gov/awardsearch/showAward?AWD_ID=0538657&HistoricalAwards=false)
	National Science Foundation (NSF), grant/award no. 0539232: Collaborative Research: Physical Properties of the WAIS Divide Deep Ice Core (URI: https://www.nsf.gov/awardsearch/showAward?AWD_ID=0539232&HistoricalAwards=false)
	National Science Foundation (NSF), grant/award no. 0839042: Collaborative Research: Cosmogenic Radionuclides in the Deep WAIS Divide Core (URI: https://www.nsf.gov/awardsearch/showAward?AWD_ID=0839042&HistoricalAwards=false)
	National Science Foundation (NSF), grant/award no. 0839066: Major Ion Chemical Analysis of Brittle Ice in the WAIS Divide Ice Core (URI: https://www.nsf.gov/awardsearch/showAward?AWD_ID=0839066&HistoricalAwards=false)
	National Science Foundation (NSF), grant/award no. 0839093: Collaborative Research: Integrated High Resolution Chemical and Biological Measurements on the Deep WAIS Divide Core (URI: https://www.nsf.gov/awardsearch/showAward?AWD_ID=0839093&HistoricalAwards=false)
	National Science Foundation (NSF), grant/award no. 0839137: Collaborative Research: Cosmogenic Radionuclides in the Deep WAIS Divide Core (URI: https://www.nsf.gov/awardsearch/showAward?AWD_ID=0839137&HistoricalAwards=false)
	National Science Foundation (NSF), grant/award no. 0944191: Collaborative Research: Establishing the Chronology and Histories of Accumulation and Ice Dynamics for the WAIS Divide Core (URI: https://www.nsf.gov/awardsearch/showAward?AWD_ID=0944191&HistoricalAwards=false)
	National Science Foundation (NSF), grant/award no. 0944197: Collaborative Research: Establishing the Chronology and Histories of Accumulation and Ice Dynamics for the WAIS Divide Core (URI: https://www.nsf.gov/awardsearch/showAward?AWD_ID=0944197&HistoricalAwards=false)
	National Science Foundation (NSF), grant/award no. 0944266: Collaborative Research: Climate, Ice Dynamics and Biology Using a Deep Ice Core from the West Antarctic Ice Sheet Ice Divide (URI: https://www.nsf.gov/awardsearch/showAward?AWD_ID=0944266&HistoricalAwards=false)
	National Science Foundation (NSF), grant/award no. 0944348: Collaborative Research: Climate, Ice Dynamics and Biology using a Deep Ice Core from the West Antarctic Ice Sheet Ice Divide (URI: https://www.nsf.gov/awardsearch/showAward?AWD_ID=0944348&HistoricalAwards=false)
	National Science Foundation (NSF), grant/award no. 0944584: Methane Isotope Variations Covering the Holocene from the WAIS Divide Core (URI: https://www.nsf.gov/awardsearch/showAward?AWD_ID=0944584&HistoricalAwards=false)
	National Science Foundation (NSF), grant/award no. 1043092: Collaborative Research: Stable Isotopes of Ice in the Transition and Glacial Sections of the WAIS Divide Deep Ice Core (URI: https://www.nsf.gov/awardsearch/showAward?AWD_ID=1043092&HistoricalAwards=false)
	National Science Foundation (NSF), grant/award no. 1043500: Collaborative Research: Completing an ultra-high resolution methane record from the WAIS Divide ice core (URI: https://www.nsf.gov/awardsearch/showAward?AWD_ID=1043500&HistoricalAwards=false)
	National Science Foundation (NSF), grant/award no. 1043518: Collaborative Research: Completing an ultra-high resolution methane record from the WAIS Divide ice core (URI: https://www.nsf.gov/awardsearch/showAward?AWD_ID=1043518&HistoricalAwards=false)
	National Science Foundation (NSF), grant/award no. 1142041: Collaborative Research: Investigating Upper Pleistocene Rapid Climate Change using Continuous, Ultra-High-Resolution Aerosol and Gas Measurements in the WAIS Divide Ice Core (URI: https://www.nsf.gov/awardsearch/showAward?AWD_ID=1142041&HistoricalAwards=false)
	National Science Foundation (NSF), grant/award no. 1142069: Collaborative Research: Developing an Antarctic Tephra Database for Interdisciplinary Paleoclimate Research (AntT) (URI: https://www.nsf.gov/awardsearch/showAward?AWD_ID=1142069&HistoricalAwards=false)
	National Science Foundation (NSF), grant/award no. 1142115: Tephrochronology of the WAIS Divide Ice Core: Linking Ice Cores through Volcanic Records (URI: https://www.nsf.gov/awardsearch/showAward?AWD_ID=1142115&HistoricalAwards=false)
	National Science Foundation (NSF), grant/award no. 1142166: Collaborative Research: Investigating Upper Pleistocene Rapid Climate Change using Continuous, Ultra-High-Resolution Aerosol and Gas Measurements in the WAIS Divide Ice Core (URI: https://www.nsf.gov/awardsearch/showAward?AWD_ID=1142166&HistoricalAwards=false)
	National Science Foundation (NSF), grant/award no. 1204172: Collaborative Research: Continuous Records of Greenhouse Gases and Aerosol Deposition During the Holocene: Testing the Fidelity of New Methods for Reconstructing Atmospheric Change (URI: https://www.nsf.gov/awardsearch/showAward?AWD_ID=1204172&HistoricalAwards=false)
Coverage:	LATITUDE: -79.480000 * LONGITUDE: -112.110000
	MINIMUM DEPTH, ice/snow: 0.360 m * MAXIMUM DEPTH, ice/snow: 3392.936 m
Event(s):	WDC-06A (WAIS Divide) (URI: http://www.waisdivide.unh.edu) * LATITUDE: -79.480000 * LONGITUDE: -112.110000 * ELEVATION: 1766.0 m * LOCATION: Antarctica, west * METHOD/DEVICE: Ice drill (ICEDRILL)
Comment:	Citing the timescales:
	for 0.2.4 ka BP use Sigl et al., (2015);
	for 2.4-31.2 ka use Sigl et al., (2016);
	for 31.2-68 ka BP use Buizert et al., (2015).
Parameter(s):	DEPTH, ice/snow [m] (Depth ice/snow) * GEOCODE * PI: Sigl, Michael (https://orcid.org/0000-0002-9028-9703, michael.sigl@unibe.ch)
	Calendar age [ka BP] (Cal age) * PI: Sigl, Michael (https://orcid.org/0000-0002-9028-9703, michael.sigl@unibe.ch) * COMMENT: ice age
	Calendar age, standard error [±] (Cal age std e) * PI: Sigl, Michael (https://orcid.org/0000-0002-9028-9703, michael.sigl@unibe.ch) * COMMENT: ice age uncertainty due to annual layer count (2 sigma)
	Calendar age, standard error [±] (Cal age std e) * PI: Sigl, Michael (https://orcid.org/0000-0002-9028-9703, michael.sigl@unibe.ch) * COMMENT: ice age uncertainty due to CH4 synchronization (2 sigma)
	Gas age [ka BP] (Gas age) * PI: Sigl, Michael (https://orcid.org/0000-0002-9028-9703, michael.sigl@unibe.ch) * COMMENT: gas age
	Age, error [±] (Age e) * PI: Sigl, Michael (https://orcid.org/0000-0002-9028-9703, michael.sigl@unibe.ch) * COMMENT: gas age uncertainty (2 sigma)
	Age, difference [ka] (Age diff) * PI: Sigl, Michael (https://orcid.org/0000-0002-9028-9703, michael.sigl@unibe.ch) * COMMENT: gas age-ice age difference (delta age)
	Age, difference error [±] (Age diff e) * PI: Sigl, Michael (https://orcid.org/0000-0002-9028-9703, michael.sigl@unibe.ch) * COMMENT: delta age uncertainty (2 sigma)
License:	Creative Commons Attribution 4.0 International (CC-BY-4.0) (URI: https://creativecommons.org/licenses/by/4.0/)
Size:	392326 data points
*/
Depth ice/snow [m]	Cal age [ka BP] (ice age)	Cal age std e [±] (ice age uncertainty due to an...)	Cal age std e [±] (ice age uncertainty due to CH...)	Gas age [ka BP] (gas age)	Age e [±] (gas age uncertainty (2 sigma))	Age diff [ka] (gas age-ice age difference (d...)	Age diff e [±] (delta age uncertainty (2 sigma))
0.360	-0.056	0.0000					
0.767	-0.055	0.0010					
1.156	-0.054	0.0010					
1.701	-0.053	0.0010					
2.162	-0.052	0.0010					
2.576	-0.051	0.0010					
3.109	-0.050	0.0010					
3.581	-0.049	0.0010					
4.037	-0.048	0.0010					
4.444	-0.047	0.0010					
4.823	-0.046	0.0010					
5.135	-0.045	0.0010					
5.581	-0.044	0.0010					
6.136	-0.043	0.0010					
6.655	-0.042	0.0000					
7.111	-0.041	0.0010					
7.428	-0.040	0.0010					
7.786	-0.039	0.0010					
8.238	-0.038	0.0010					
8.571	-0.037	0.0010					
8.864	-0.036	0.0010					
9.293	-0.035	0.0010					
9.758	-0.034	0.0010					
10.102	-0.033	0.0010					
10.464	-0.032	0.0010					
10.883	-0.031	0.0010					
11.359	-0.030	0.0010					
11.733	-0.029	0.0010					
11.961	-0.028	0.0010					
12.349	-0.027	0.0010					
12.681	-0.026	0.0010					
12.999	-0.025	0.0010					
13.242	-0.024	0.0010					
13.561	-0.023	0.0010					
14.033	-0.022	0.0010					
14.308	-0.021	0.0010					
14.680	-0.020	0.0010					
14.969	-0.019	0.0010					
15.389	-0.018	0.0010					
15.692	-0.017	0.0010					
15.966	-0.016	0.0010					
16.302	-0.015	0.0010					
16.661	-0.014	0.0000					
17.010	-0.013	0.0010					
17.324	-0.012	0.0010					
17.558	-0.011	0.0010					
17.997	-0.010	0.0010					
18.272	-0.009	0.0010					
18.574	-0.008	0.0010					
18.952	-0.007	0.0010					
19.282	-0.006	0.0010					
19.527	-0.005	0.0010					
19.821	-0.004	0.0010					
20.203	-0.003	0.0010					
20.524	-0.002	0.0010					
20.949	-0.001	0.0010					
21.236	0.000	0.0010					
21.578	0.001	0.0010					
21.853	0.002	0.0010					
22.213	0.003	0.0010					
22.458	0.004	0.0010					
22.842	0.005	0.0010					
23.147	0.006	0.0010					
23.396	0.007	0.0010					
23.826	0.008	0.0010					
24.061	0.009	0.0010					
24.426	0.010	0.0010					
24.839	0.011	0.0010					
25.127	0.012	0.0010					
25.451	0.013	0.0010					
25.727	0.014	0.0010					
26.058	0.015	0.0010					
26.406	0.016	0.0010					
26.627	0.017	0.0010					
27.076	0.018	0.0010					
27.355	0.019	0.0010					
27.679	0.020	0.0010					
28.000	0.021	0.0010					
28.264	0.022	0.0010					
28.572	0.023	0.0010					
28.851	0.024	0.0010					
29.069	0.025	0.0010					
29.306	0.026	0.0010					
29.695	0.027	0.0010					
29.931	0.028	0.0010					
30.202	0.029	0.0010					
30.663	0.030	0.0010					
30.950	0.031	0.0010					
31.308	0.032	0.0010					
31.601	0.033	0.0010					
31.861	0.034	0.0010					
32.102	0.035	0.0010					
32.424	0.036	0.0010					
32.708	0.037	0.0010					
33.013	0.038	0.0010					
33.298	0.039	0.0010					
33.518	0.040	0.0010					
33.807	0.041	0.0010					
34.099	0.042	0.0010					
34.317	0.043	0.0010					
34.487	0.044	0.0010					
34.737	0.045	0.0010					
35.143	0.046	0.0010					
35.481	0.047	0.0010					
35.786	0.048	0.0010					
36.141	0.049	0.0010					
36.462	0.050	0.0010					
36.731	0.051	0.0010					
37.068	0.052	0.0010					
37.285	0.053	0.0010					
37.679	0.054	0.0010					
37.914	0.055	0.0010					
38.130	0.056	0.0010					
38.430	0.057	0.0010					
38.771	0.058	0.0010					
39.030	0.059	0.0010					
39.298	0.060	0.0010					
39.666	0.061	0.0010					
39.969	0.062	0.0010					
40.310	0.063	0.0010					
40.510	0.064	0.0010					
40.707	0.065	0.0010					
40.969	0.066	0.0000					
41.210	0.067	0.0010					
41.585	0.068	0.0010					
41.805	0.069	0.0010					
42.090	0.070	0.0010					
42.522	0.071	0.0010					
42.841	0.072	0.0010					
43.124	0.073	0.0010					
43.422	0.074	0.0010					
43.804	0.075	0.0010					
44.005	0.076	0.0010					
44.272	0.077	0.0010					
44.495	0.078	0.0010					
44.676	0.079	0.0010					
44.887	0.080	0.0010					
45.168	0.081	0.0010					
45.411	0.082	0.0010					
45.732	0.083	0.0010					
45.937	0.084	0.0010					
46.306	0.085	0.0010					
46.508	0.086	0.0010					
46.765	0.087	0.0010					
46.952	0.088	0.0010					
47.278	0.089	0.0010					
47.531	0.090	0.0010					
47.758	0.091	0.0010					
47.959	0.092	0.0010					
48.118	0.093	0.0010					
48.317	0.094	0.0010					
48.727	0.095	0.0010					
48.990	0.096	0.0010					
49.239	0.097	0.0010					
49.568	0.098	0.0010					
49.827	0.099	0.0010					
50.039	0.100	0.0010					
50.347	0.101	0.0010					
50.752	0.102	0.0010					
50.967	0.103	0.0010					
51.180	0.104	0.0010					
51.447	0.105	0.0010					
51.703	0.106	0.0010					
51.981	0.107	0.0010					
52.248	0.108	0.0010					
52.578	0.109	0.0010					
52.809	0.110	0.0010					
53.004	0.111	0.0010					
53.265	0.112	0.0010					
53.488	0.113	0.0010					
53.752	0.114	0.0010					
54.019	0.115	0.0010					
54.231	0.116	0.0010					
54.557	0.117	0.0010					
54.750	0.118	0.0010					
55.052	0.119	0.0010					
55.402	0.120	0.0010					
55.619	0.121	0.0010					
55.861	0.122	0.0010					
56.162	0.123	0.0010					
56.378	0.124	0.0010					
56.693	0.125	0.0010					
57.062	0.126	0.0010					
57.274	0.127	0.0010					
57.511	0.128	0.0010					
57.809	0.129	0.0010					
58.071	0.130	0.0010					
58.321	0.131	0.0010					
58.506	0.132	0.0010					
58.761	0.133	0.0010					
59.015	0.134	0.0000					
59.346	0.135	0.0010					
59.566	0.136	0.0010					
59.793	0.137	0.0010					
60.070	0.138	0.0010					
60.339	0.139	0.0010					
60.590	0.140	0.0010					
60.828	0.141	0.0010					
61.061	0.142	0.0010					
61.315	0.143	0.0010					
61.536	0.144	0.0010					
61.766	0.145	0.0010					
62.008	0.146	0.0010					
62.233	0.147	0.0010					
62.506	0.148	0.0010					
62.750	0.149	0.0010					
62.995	0.150	0.0010					
63.204	0.151	0.0010					
63.388	0.152	0.0010					
63.625	0.153	0.0010					
63.870	0.154	0.0010					
64.201	0.155	0.0010					
64.384	0.156	0.0010					
64.617	0.157	0.0010					
64.888	0.158	0.0010					
65.204	0.159	0.0010					
65.488	0.160	0.0010					
65.747	0.161	0.0010					
65.954	0.162	0.0010					
66.195	0.163	0.0010					
66.523	0.164	0.0010					
66.764	0.165	0.0010		-0.0392	0.0084	0.2042	0.0083
67.046	0.166	0.0010		-0.0382	0.0084	0.2042	0.0083
67.345	0.167	0.0010		-0.0372	0.0084	0.2042	0.0083
67.599	0.168	0.0010		-0.0362	0.0084	0.2042	0.0084
67.821	0.169	0.0010		-0.0351	0.0084	0.2041	0.0084
68.078	0.170	0.0010		-0.0341	0.0084	0.2041	0.0084
68.261	0.171	0.0010		-0.0331	0.0085	0.2041	0.0084
68.497	0.172	0.0010		-0.0321	0.0085	0.2041	0.0084
68.705	0.173	0.0010		-0.0310	0.0085	0.2040	0.0084
68.964	0.174	0.0010		-0.0300	0.0085	0.2040	0.0084
69.254	0.175	0.0010		-0.0290	0.0085	0.2040	0.0085
69.568	0.176	0.0010		-0.0280	0.0085	0.2040	0.0085
69.864	0.177	0.0010		-0.0270	0.0085	0.2040	0.0085
70.043	0.178	0.0010		-0.0260	0.0085	0.2040	0.0085
70.290	0.179	0.0010		-0.0250	0.0085	0.2040	0.0085
70.528	0.180	0.0010		-0.0240	0.0085	0.2040	0.0085
70.819	0.181	0.0010		-0.0230	0.0085	0.2040	0.0085
71.033	0.182	0.0010		-0.0220	0.0086	0.2040	0.0085
71.235	0.183	0.0010		-0.0210	0.0086	0.2040	0.0085
71.509	0.184	0.0010		-0.0200	0.0086	0.2040	0.0085
71.786	0.185	0.0010		-0.0189	0.0086	0.2040	0.0085
72.001	0.186	0.0010		-0.0180	0.0086	0.2040	0.0085
72.278	0.187	0.0010		-0.0170	0.0086	0.2040	0.0085
72.530	0.188	0.0010		-0.0160	0.0086	0.2040	0.0085
72.810	0.189	0.0010		-0.0151	0.0086	0.2041	0.0085
73.079	0.190	0.0010		-0.0141	0.0086	0.2041	0.0085
73.300	0.191	0.0010		-0.0131	0.0086	0.2041	0.0086
73.521	0.192	0.0010		-0.0122	0.0086	0.2042	0.0086
73.708	0.193	0.0010		-0.0112	0.0086	0.2042	0.0086
73.942	0.194	0.0010		-0.0102	0.0086	0.2042	0.0086
74.140	0.195	0.0010		-0.0092	0.0086	0.2042	0.0086
74.330	0.196	0.0010		-0.0083	0.0086	0.2043	0.0086
74.584	0.197	0.0010		-0.0073	0.0086	0.2043	0.0086
74.838	0.198	0.0010		-0.0063	0.0086	0.2043	0.0086
75.092	0.199	0.0010		-0.0054	0.0086	0.2044	0.0086
75.349	0.200	0.0010		-0.0044	0.0086	0.2044	0.0086
75.599	0.201	0.0010		-0.0034	0.0086	0.2044	0.0086
75.807	0.202	0.0010		-0.0025	0.0086	0.2045	0.0086
76.003	0.203	0.0010		-0.0015	0.0086	0.2045	0.0086
76.212	0.204	0.0010		-0.0005	0.0086	0.2045	0.0086
76.445	0.205	0.0010		0.0004	0.0086	0.2046	0.0086
76.640	0.206	0.0010		0.0014	0.0086	0.2046	0.0086
76.822	0.207	0.0010		0.0024	0.0086	0.2046	0.0086
77.041	0.208	0.0010		0.0034	0.0086	0.2046	0.0086
77.266	0.209	0.0010		0.0044	0.0086	0.2047	0.0086
77.481	0.210	0.0010		0.0053	0.0086	0.2047	0.0086
77.683	0.211	0.0010		0.0063	0.0086	0.2047	0.0086
77.951	0.212	0.0010		0.0073	0.0086	0.2047	0.0086
78.195	0.213	0.0010		0.0083	0.0086	0.2047	0.0086
78.457	0.214	0.0010		0.0092	0.0086	0.2048	0.0086
78.748	0.215	0.0010		0.0102	0.0086	0.2048	0.0086
78.982	0.216	0.0010		0.0112	0.0086	0.2048	0.0086
79.183	0.217	0.0010		0.0122	0.0086	0.2048	0.0086
79.403	0.218	0.0010		0.0131	0.0086	0.2049	0.0086
79.714	0.219	0.0010		0.0141	0.0086	0.2049	0.0086
79.911	0.220	0.0010		0.0151	0.0086	0.2049	0.0086
80.158	0.221	0.0010		0.0161	0.0086	0.2049	0.0086
80.484	0.222	0.0010		0.0170	0.0086	0.2050	0.0086
80.698	0.223	0.0010		0.0180	0.0086	0.2050	0.0086
80.940	0.224	0.0010		0.0190	0.0086	0.2050	0.0086
81.114	0.225	0.0010		0.0200	0.0086	0.2050	0.0086
81.363	0.226	0.0010		0.0209	0.0086	0.2051	0.0086
81.542	0.227	0.0010		0.0219	0.0086	0.2051	0.0086
81.818	0.228	0.0010		0.0229	0.0086	0.2051	0.0086
82.072	0.229	0.0010		0.0239	0.0086	0.2051	0.0086
82.271	0.230	0.0010		0.0249	0.0086	0.2051	0.0086
82.494	0.231	0.0010		0.0259	0.0086	0.2051	0.0086
82.785	0.232	0.0010		0.0269	0.0086	0.2051	0.0086
83.007	0.233	0.0010		0.0279	0.0086	0.2052	0.0086
83.199	0.234	0.0010		0.0288	0.0086	0.2052	0.0086
83.447	0.235	0.0010		0.0298	0.0086	0.2052	0.0086
83.626	0.236	0.0010		0.0308	0.0086	0.2052	0.0086
83.845	0.237	0.0010		0.0318	0.0086	0.2052	0.0086
84.142	0.238	0.0010		0.0328	0.0086	0.2052	0.0086
84.356	0.239	0.0010		0.0338	0.0086	0.2052	0.0086
84.597	0.240	0.0010		0.0348	0.0086	0.2053	0.0086
84.855	0.241	0.0010		0.0357	0.0087	0.2053	0.0086
85.033	0.242	0.0010		0.0367	0.0087	0.2053	0.0086
85.333	0.243	0.0010		0.0377	0.0087	0.2053	0.0086
85.494	0.244	0.0010		0.0387	0.0087	0.2053	0.0086
85.688	0.245	0.0010		0.0397	0.0087	0.2053	0.0086
85.958	0.246	0.0010		0.0407	0.0087	0.2053	0.0086
86.215	0.247	0.0010		0.0416	0.0087	0.2054	0.0086
86.484	0.248	0.0010		0.0426	0.0087	0.2054	0.0086
86.725	0.249	0.0010		0.0436	0.0087	0.2054	0.0086
86.904	0.250	0.0010		0.0446	0.0087	0.2054	0.0086
87.107	0.251	0.0010		0.0456	0.0087	0.2054	0.0086
87.335	0.252	0.0010		0.0466	0.0087	0.2054	0.0086
87.554	0.253	0.0010		0.0475	0.0087	0.2055	0.0086
87.790	0.254	0.0010		0.0485	0.0087	0.2055	0.0086
88.021	0.255	0.0010		0.0495	0.0087	0.2055	0.0086
